Smiles,CYP1A2,CYP2A6,CYP2B6,CYP2C8,CYP2C9,CYP2C19,CYP2D6,CYP2E1,CYP3A4,St_smi,stratify_col
COc1cc(C[C@@](O)(C(=O)O)C(O)C(=O)O)ccc1O,,,,,,,,,0.0,COc1cc(CC(O)(C(=O)O)C(O)C(=O)O)ccc1O,0.0
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@@]1(C)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O,1.0
F[C@@H]1C=2[C@@](C)([C@H]3[C@@H](O)C[C@]4(C)[C@@H](C(=O)CO)[C@H](C)C[C@H]4[C@@H]3C1)C=CC(=O)C=2,,,,,,,,,1.0,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1C(=O)CO,1.0
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,2.0
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,1.0
Fc1ccc(-c2n(CC[C@@H](O)C[C@@H](O)CC(=O)O)c(C(C)C)c(C(O)=Nc3ccccc3)c2-c2ccccc2)cc1,,,,,,,,,1.0,CC(C)c1c(C(O)=Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)O,1.0
C/C(=C/CCC(C=O)C1CC[C@@]2(C)C3=C(CC[C@@]12C)[C@@]1(C)CCC(O)C(C)(C)C1CC3)C(=O)O,,,,,,,,,0.0,CC(=CCCC(C=O)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3)C(=O)O,0.0
[O:1]=[C:2]1[c:3]2[c:4]3[cH:5][cH:6][cH:7][cH:8][c:9]3[n:10]([c:11]2[CH2:12][CH2:13][N:14]1[CH2:15][c:16]4[n:17][cH:18][nH:19][c:20]4[CH3:21])[CH3:22],1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,4.0
Clc1c(C(=O)c2ccc(Cl)cc2)c(Cl)cc(Cn2c(N)c(C(O)=N)nn2)c1,,,,,,,,,1.0,N=C(O)c1nnn(Cc2cc(Cl)c(C(=O)c3ccc(Cl)cc3)c(Cl)c2)c1N,1.0
O=C(O[C@@H]1C(C)=C2[C@@H](O)C(=O)[C@]3(C)[C@@H](O)C[C@@H]4[C@](OC(=O)C)([C@H]3[C@H](OC(=O)c3ccccc3)[C@@](O)(C2(C)C)C1)CO4)[C@H](O)[C@@H](N=C(OC(C)(C)C)O)c1ccccc1,,,,,,,,,1.0,CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(N=C(O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C,1.0
N=C(N)NCCCC(N)C(=O)NC(Cc1cnc[nH]1)C(=O)O,,,,,,,,,0.0,N=C(N)NCCCC(N)C(=O)NC(Cc1cnc[nH]1)C(=O)O,0.0
O=C(c1cccs1)c1ccc(OCCCO)c(Cl)c1Cl,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,O=C(c1cccs1)c1ccc(OCCCO)c(Cl)c1Cl,3.0
C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,1.0
FC(F)=C[C@H]1CN([C@H](C(O)=N)CC)C(=O)C1,,,,,,,,,1.0,CCC(C(=N)O)N1CC(C=C(F)F)CC1=O,1.0
Fc1ccc(C2C(=O)c3c(C2=O)cccc3)cc1,,,,,1.0,,,,1.0,O=C1c2ccccc2C(=O)C1c1ccc(F)cc1,2.0
[OH:1][C:2]1([c:3]2[cH:4][cH:5][cH:6][c:7]([O:8][CH3:9])[cH:10]2)[CH2:11][CH2:12][CH2:13][CH2:14][CH:15]1[CH2:16][NH:17][CH3:18],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,CNCC1CCCCC1(O)c1cccc(OC)c1,2.0
CCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,,,,,,,,,0.0,CCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,0.0
O=C1N(c2ccccc2)c2c(C1(Cc1ccncc1)Cc1ccncc1)cccc2,,,,,,,,,1.0,O=C1N(c2ccccc2)c2ccccc2C1(Cc1ccncc1)Cc1ccncc1,1.0
FC(F)(F)[C@H](Cl)Br,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,FC(F)(F)C(Cl)Br,5.0
O(C)c1ccc(CC(NC[C@H](O)c2c3OCC(O)=Nc3cc(O)c2)(C)C)cc1,,,,,1.0,,,,,COc1ccc(CC(C)(C)NCC(O)c2cc(O)cc3c2OCC(O)=N3)cc1,1.0
[O:1]=[C:2]([NH2:3])[CH2:4][S:5](=[O:6])[CH:7]([c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)[c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1,1.0
Oc1ccc(OC(F)(F)F)cc1CN[C@@H]1CCCN[C@H]1c1ccccc1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Oc1ccc(OC(F)(F)F)cc1CNC1CCCNC1c1ccccc1,9.0
CNCc1cc(=O)oc2cc(OC)ccc12,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,CNCc1cc(=O)oc2cc(OC)ccc12,3.0
F[C@@H]1C=2[C@@](C)([C@H]3[C@@H](O)C[C@]4(C)[C@@](O)(C(=O)CO)CC[C@H]4[C@@H]3C1)C=CC(=O)C=2,,,,,,,,,1.0,CC12C=CC(=O)C=C1C(F)CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,1.0
F[C@]12[C@@H](O)C[C@]3(C)[C@@](O)(C(=O)CO)C(=C)C[C@H]3[C@@H]1CCC=1[C@]2(C)C=CC(=O)C=1,,,,,,,,,1.0,C=C1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,1.0
O=C(O)CCc1c2[nH]c(c1CC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)C2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,O=C(O)CCc1c2[nH]c(c1CC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)C2,3.0
ON=C1C=C2[C@@H]([C@@H]3[C@H]([C@H]4[C@@](CC)([C@](O)(C#C)CC4)CC3)CC2)CC1,,,,,,,,,1.0,C#CC1(O)CCC2C3CCC4=CC(=NO)CCC4C3CCC21CC,1.0
NC(=O)N1c2ccccc2C=Cc2ccccc21,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,NC(=O)N1c2ccccc2C=Cc2ccccc21,3.0
C[C@@H](C(=O)O)c1ccc(C(=O)c2cccs2)cc1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,1.0
Cc1cc(NC(=O)NC(=O)c2ccccc2N(C)C)ccc1Oc1ncc(Br)cn1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Cc1cc(NC(=O)NC(=O)c2ccccc2N(C)C)ccc1Oc1ncc(Br)cn1,3.0
CN1[C@@H]2CC[C@H]1C[C@@H](NC(=O)c1cc(Cl)cc3c1OC(C)(C)C3)C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CN1C2CCC1CC(NC(=O)c1cc(Cl)cc3c1OC(C)(C)C3)C2,1.0
CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CCCCCNC(=N)NN=Cc1c[nH]c2ccc(OC)cc12,2.0
O=[N+](O[C@H]1[C@H]2OC[C@H](O)[C@H]2OC1)[O-],,,,,,,,,1.0,O=[N+]([O-])OC1COC2C(O)COC12,1.0
OC[C@@H]1[C@@H](O)[C@H](O)[C@H](N2C(O)=NC(=N)C=C2)O1,,,,,,,,,1.0,N=c1ccn(C2OC(CO)C(O)C2O)c(O)n1,1.0
CC1=C(C)C2CC1CC2O,,,,,,,,,0.0,CC1=C(C)C2CC1CC2O,0.0
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,5.0
O(C)c1c(OC)c2c(cc1OC)CCC(N=C(O)C)C=1C2=CC=C(OC)C(=O)C=1,,,,,,,,,1.0,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(N=C(C)O)CC2,1.0
[O:1]=[c:2]1[c:3]([C:4](=[O:5])[CH3:6])[c:7]([c:8]2[cH:9][n:10][c:11]([n:12][c:13]2[n:14]1[CH:15]3[CH2:16][CH2:17][CH2:18][CH2:19]3)[NH:20][c:21]4[n:22][cH:23][c:24]([cH:25][cH:26]4)[N:27]5[CH2:28][CH2:29][NH:30][CH2:31][CH2:32]5)[CH3:33],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,1.0
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,4.0
O=C1C=C2[C@@](C)([C@@H]3[C@H]([C@H]4[C@@](C)(OC(=O)CC4)CC3)CC2)C=C1,0.0,,,,,,,,,CC12CCC3C(CCC4=CC(=O)C=CC43C)C1CCC(=O)O2,0.0
CN(CC[C@H](O)C(=O)c1cccnc1)N=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CN(CCC(O)C(=O)c1cccnc1)N=O,1.0
CCC(C)C(N)C(=O)NC(CO)C(=O)O,,,,,,,,,0.0,CCC(C)C(N)C(=O)NC(CO)C(=O)O,0.0
O=C1O[C@@]2([C@]3(C)[C@H]([C@H]4[C@@H]([C@]5(C)C([C@H]6[C@@H]4C6)=CC(=O)CC5)CC3)[C@H]3[C@@H]2C3)CC1,,,,,,,,,1.0,CC12CCC(=O)C=C1C1CC1C1C2CCC2(C)C1C1CC1C21CCC(=O)O1,1.0
CC[C@H](N)Cc1ccc2c(c1)OCO2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,CCC(N)Cc1ccc2c(c1)OCO2,3.0
CCCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)CO[P@@](=O)([O-])O[P@](=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-],,,,,,,,,0.0,CCCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,0.0
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,2.0
O=C(O[C@@H]1[C@]2(C)[C@H]([C@H]3[C@@H](c4c(cc(OC(=O)CCCCCC)cc4)CC3)CC2)CC1)CCCCCC,1.0,,,,1.0,1.0,1.0,,1.0,CCCCCCC(=O)Oc1ccc2c(c1)CCC1C2CCC2(C)C(OC(=O)CCCCCC)CCC12,5.0
Clc1cc2C(=[N+]([O-])CC(=NC)Nc2cc1)c1ccccc1,,,,,,,,,1.0,CN=C1C[N+]([O-])=C(c2ccccc2)c2cc(Cl)ccc2N1,1.0
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,6.0
OCC1OC(O)C(OC2OCC(O)C(O)C2O)C(O)C1O,,,,,,,,,0.0,OCC1OC(O)C(OC2OCC(O)C(O)C2O)C(O)C1O,0.0
[Cl:1][c:2]1[cH:3][cH:4][c:5]([cH:6][cH:7]1)[CH2:8][CH2:9][CH2:10][O:11][CH2:12][CH2:13][CH2:14][N:15]2[CH2:16][CH2:17][CH2:18][CH2:19][CH2:20]2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Clc1ccc(CCCOCCCN2CCCCC2)cc1,2.0
[O:1]=[C:2]([NH:3][CH2:4][c:5]1[n:6][cH:7][cH:8][cH:9][n:10]1)[c:11]2[cH:12][n:13][c:14]([n:15][c:16]2[NH:17][CH2:18][c:19]3[cH:20][cH:21][c:22]([O:23][CH3:24])[c:25]([Cl:26])[cH:27]3)[N:28]4[CH2:29][CH2:30][CH2:31][CH:32]4[CH2:33][OH:34],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,COc1ccc(CNc2nc(N3CCCC3CO)ncc2C(=O)NCc2ncccn2)cc1Cl,1.0
[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][c:7]2[c:8]([cH:9][cH:10][cH:11][c:12]2[C:13]([F:14])([F:15])[F:16])[c:17]([cH:18]1)[CH:19]([OH:20])[CH:21]3[NH:22][CH2:23][CH2:24][CH2:25][CH2:26]3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,1.0
[cH:1]1[cH:2][cH:3][c:4]([N:7]([CH2:8][CH2:9][CH2:10][N:11]([CH2:12][CH3:13])[CH2:14][CH3:15])[CH:16]2[CH2:17][c:18]3[cH:19][cH:20][cH:21][cH:22][c:23]3[CH2:24]2)[cH:5][cH:6]1,,,,,,,1.0,,,CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1,1.0
CC1CC[C@]2(OC1)OC1CC3C4C(CC[C@]3(C)C1C2C)[C@]1(C)CCC(O)C[C@@]1(O)C4C=O,,,,,,,,,0.0,CC1CCC2(OC1)OC1CC3C4C(CCC3(C)C1C2C)C1(C)CCC(O)CC1(O)C4C=O,0.0
COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1,2.0
CC(=O)OC1CC2C(COC(=O)CC(C)C)=COC(OC(=O)CC(C)C)C2[C@]12CO2,,,,,,,,,0.0,CC(=O)OC1CC2C(COC(=O)CC(C)C)=COC(OC(=O)CC(C)C)C2C12CO2,0.0
[N:1]#[C:2][c:3]1[cH:4][c:5]([cH:6][cH:7][c:8]1[O:9][CH2:10][CH:11]([CH3:12])[CH2:13][OH:14])-[c:15]2[n:16][c:17]([c:18]([s:19]2)[C:20](=[O:21])[OH:22])[CH3:23],1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Cc1nc(-c2ccc(OCC(C)CO)c(C#N)c2)sc1C(=O)O,3.0
OC([C@H](/C=C/[C@@H](C)[C@@H]1[C@]2(C)[C@H](/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)/CCC2)CC1)C)(C)C,,,,,,,,,1.0,CC(C=CC(C)C(C)(C)O)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C,1.0
CC(C=O)C1CC[C@@]2(C)C3CC=C4C(CCC(OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(O)C5O)C4(C)C)[C@@]3(C)CC[C@]12C,,,,,,,,,0.0,CC(C=O)C1CCC2(C)C3CC=C4C(CCC(OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(O)C5O)C4(C)C)C3(C)CCC12C,0.0
CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CCNC(C)Cc1cccc(C(F)(F)F)c1,2.0
O=C1C(N2C(=O)c3c(C2=O)cccc3)CCC(O)=N1,,,,,1.0,1.0,1.0,,,O=C1N=C(O)CCC1N1C(=O)c2ccccc2C1=O,3.0
FC(F)(F)c1nccc(N=C2NC(=NCC(O)(C)C)N=C(c3nc(C(F)(F)F)ccc3)N2)c1,1.0,,,,1.0,1.0,1.0,,1.0,CC(C)(O)CN=c1nc(-c2cccc(C(F)(F)F)n2)[nH]c(=Nc2ccnc(C(F)(F)F)c2)[nH]1,5.0
O=C(C)[C@@]1(O)C[C@H](O[C@@H]2O[C@@H](C)[C@@H](O)[C@@H](N)C2)c2c(O)c3C(=O)c4c(OC)cccc4C(=O)c3c(O)c2C1,1.0,,,,,,,,1.0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,2.0
Clc1ccc(Cl)c(Cl)c1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Clc1ccc(Cl)c(Cl)c1,4.0
CC(C)/N=C(N)/N=C(\N)NOCCCOc1ccc(OC(F)(F)F)cc1Cl,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,CC(C)N=C(N)N=C(N)NOCCCOc1ccc(OC(F)(F)F)cc1Cl,4.0
O=C1C=C2[C@@](C)([C@@H]3[C@H]([C@H]4[C@@](C)([C@](O)(C)CC4)CC3)CC2)CC1,,,,,,,,,1.0,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,1.0
O=C1N([C@H](C(O)=N)CC)CCC1,,,,,,,,,1.0,CCC(C(=N)O)N1CCCC1=O,1.0
COc1ccc2c(c1)c(CC(=O)NC[C@@H](O)c1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,COc1ccc2c(c1)c(CC(=O)NCC(O)c1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,3.0
O=C(C)[C@@]1(O)C(=C)C[C@@H]2[C@]1(C)CC[C@@H]1[C@]3(C)C(C(C)=C[C@@H]21)=CC(=O)CC3,,,,,,,,,1.0,C=C1CC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC2(C)C1(O)C(C)=O,1.0
O=C(OC1C[C@@H]2[N+](C)(C)[C@@H]([C@H]3O[C@@H]23)C1)C(O)(c1sccc1)c1sccc1,,,,,,,,,1.0,C[N+]1(C)C2CC(OC(=O)C(O)(c3cccs3)c3cccs3)CC1C1OC12,1.0
O(CCN(CC)CC)c1ccc(Cc2ccccc2)cc1,,,,,,,,,1.0,CCN(CC)CCOc1ccc(Cc2ccccc2)cc1,1.0
Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12,4.0
O=C1N([C@H]2C3CCN(C2)CC3)C[C@@H]2c3c1cccc3CCC2,1.0,,,,,,,,1.0,O=C1c2cccc3c2C(CCC3)CN1C1CN2CCC1CC2,2.0
O=C(Nc1ccc(OCC(O)CNC(C)(C)C)cc1)NC1CCCCC1,,,,,,,,,1.0,CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1,1.0
[O:1]=[S:2](=[O:3])([NH:4][CH:5]1[CH2:6][CH:7]([N:8]([c:9]2[n:10][cH:11][n:12][c:13]3[nH:14][cH:15][cH:16][c:17]23)[CH3:18])[CH2:19]1)[CH2:20][CH2:21][CH3:22],0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,CCCS(=O)(=O)NC1CC(N(C)c2ncnc3[nH]ccc23)C1,4.0
CC(C)(CO[P@](=O)([O-])O[P@@](=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCSC(=O)CC(O)CC/C=C\CC(O)/C=C/C=C/C=C\C(O)CCCC(=O)O,,,,,,,,,0.0,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(O)CCC=CCC(O)C=CC=CC=CC(O)CCCC(=O)O,0.0
CC[C@]1(c2ccccc2)NC(=O)N(C)C1=O,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,CCC1(c2ccccc2)NC(=O)N(C)C1=O,5.0
FC(F)(F)c1c(CN2CCN(C)CC2)ccc(NC(=O)c2cc(C#Cc3n4N=CC=Cc4nc3)c(C)cc2)c1,,,,,,,,,1.0,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,1.0
Cc1cc2ccccc2c2ccc3ccccc3c12,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Cc1cc2ccccc2c2ccc3ccccc3c12,4.0
CC1CC[C@]2(C(=O)OC3OC(COC4OC(CO)C(OC5OC(C)C(O)C(O)C5O)C(O)C4O)C(O)C(O)C3O)CC[C@]3(C)C(=CCC4[C@@]5(C)CC(O)C(O)[C@@](C)(CO)C5C(O)C[C@]43C)C2C1C,,,,,,,,,0.0,CC1CCC2(C(=O)OC3OC(COC4OC(CO)C(OC5OC(C)C(O)C(O)C5O)C(O)C4O)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5C(O)CC43C)C2C1C,0.0
O=c1cc(C(F)(F)F)c2ccc(OCc3ccccc3)cc2o1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,O=c1cc(C(F)(F)F)c2ccc(OCc3ccccc3)cc2o1,5.0
O=C(N=C1C=CC(=C(OCC[N+](CC)(CC)C)O)C=C1)c1c(OCCCCCCCC)cccc1,,,,,,,,,1.0,CCCCCCCCOc1ccccc1C(=O)N=C1C=CC(=C(O)OCC[N+](C)(CC)CC)C=C1,1.0
O(Cc1n(C)c2c(n1)ccc(OC)c2)c1ccc(CC2C(O)=NC(=O)S2)cc1,,,,,,,,,1.0,COc1ccc2nc(COc3ccc(CC4SC(=O)N=C4O)cc3)n(C)c2c1,1.0
[O:1]=[c:2]1[c:3]([c:4]([n:5]([n:6]1-[c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[CH3:13])[CH3:14])[N:15]([CH3:16])[CH3:17],1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,4.0
P(=O)(O)(O)N1C(=O)N=C(CN2[C@H]([C@@H](O[C@H](C)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OCC2)c2ccc(F)cc2)N1,,,,,,,,,1.0,CC(OC1OCCN(Cc2nc(=O)n(P(=O)(O)O)[nH]2)C1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,1.0
C[C@]12CCC3C4=C(CCC3C1CCC2=O)C(=O)C(=O)C=C4,,,,,,,,,0.0,CC12CCC3C4=C(CCC3C1CCC2=O)C(=O)C(=O)C=C4,0.0
Clc1ccc(C2=C(CN3CCN(c4cc(Oc5c[nH]c-6nccc-6c5)c(C(O)=NS(=O)(=O)c5cc([N+](=O)[O-])c(NCC6CCOCC6)cc5)cc4)CC3)CCC(C)(C)C2)cc1,,,,,,,,,1.0,CC1(C)CCC(CN2CCN(c3ccc(C(O)=NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4c[nH]c5nccc-5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,1.0
CCCCCCC1CCC(CCCCCCCC(=O)O)O1,,,,,,,,,0.0,CCCCCCC1CCC(CCCCCCCC(=O)O)O1,0.0
CN(C)CCCCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,CN(C)CCCCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,4.0
O=C(OC1CC(C)(C)CC(C)C1)C(O)c1ccccc1,,,,,,,,,1.0,CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1,1.0
CCN(CC)S(=O)(=O)N[C@H]1C[C@@H]2c3cccc4c3c(cn4CC)C[C@H]2N(C)C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CCN(CC)S(=O)(=O)NC1CC2c3cccc4c3c(cn4CC)CC2N(C)C1,1.0
COc1ccc2[nH]cc(CCN(C)C)c2c1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,COc1ccc2[nH]cc(CCN(C)C)c2c1,1.0
OC(N(CC)CC)=N[C@H]1C=C2[C@H](N(C)C1)Cc1c3c([nH]c1)cccc23,,,,,,,,,1.0,CCN(CC)C(O)=NC1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,1.0
COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,COCc1c(C(C)C)nc(C(C)C)c(C=CC(O)CC(O)CC(=O)O)c1-c1ccc(F)cc1,2.0
CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,1.0
CC(=O)OCC1OC(OC2C(CO)OC(OC3CC[C@]4(C)C(CCC5C4CC[C@]4(C)C5CC5O[C@]6(CCC(C)CO6)C(C)C54)C3)C(O)C2O)C(OC2OC(CO)C(O)C(O)C2O)C(OC2OC(CO)C(O)C(O)C2O)C1O,,,,,,,,,0.0,CC(=O)OCC1OC(OC2C(CO)OC(OC3CCC4(C)C(CCC5C4CCC4(C)C5CC5OC6(CCC(C)CO6)C(C)C54)C3)C(O)C2O)C(OC2OC(CO)C(O)C(O)C2O)C(OC2OC(CO)C(O)C(O)C2O)C1O,0.0
