Smiles,atom_target
[O:1]=[C:2]([OH:3])[C:4]1=[CH:5][CH:6]=[C:7]([CH:8]=[CH:9]1)[C:10](=[CH2:11])[C:12]2=[CH:13][C:14]3=[C:15]([CH:16]=[C:17]2[CH3:18])[C:19]([CH3:20])([CH3:21])[CH2:22][CH:23]([OH:24])[C:25]3([CH3:26])[CH3:27],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[O:1]=[C:2]1[C:3](=[CH:4][O:5][C:6]2=[CH:7][C:8]([OH:9])=[CH:10][CH:11]=[C:12]12)[C:13]3=[CH:14][CH:15]=[C:16]([OH:17])[CH:18]=[CH:19]3,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
[OH:1][C:2]1=[CH:3][CH:4]=[C:5]([CH:6]=[CH:7]1)[CH2:8][NH:9][C:10]=2[N:11]=[C:12]([N:13]=[C:14]3[C:15]2[N:16]=[CH:17][N:18]3[CH:19]([CH3:20])[CH3:21])[NH:22][CH:23]([CH2:24][OH:25])[CH2:26][CH3:27],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[N:1]1=[CH:2][NH:3][CH:4]=[C:5]1[CH:6]([C:7]=2[CH:8]=[CH:9][CH:10]=[C:11]([C:12]2[CH3:13])[CH3:14])[CH3:15],"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[NH:3][C:4]2=[C:5]([N:6]=[C:7]([OH:8])[CH:9]=[C:10]2[CH3:11])[N:12]([C:13]3=[N:14][CH:15]=[CH:16][CH:17]=[C:18]13)[CH:19]4[CH2:20][CH2:21]4,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[Cl:1][c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[CH2:8][CH2:9][c:10]3[cH:11][c:12]([OH:13])[cH:14][n:15][c:16]3[C:17]2=[C:18]4[CH2:19][CH2:20][NH:21][CH2:22][CH2:23]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[C:4]=1[CH:5]=[C:6]([C:7]([OH:8])=[C:9]([CH:10]1)[C:11]([CH3:12])([CH3:13])[CH3:14])[C:15]([CH3:16])([CH3:17])[CH3:18],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH2:4][C:5]1=[CH:6][C:7]([OH:8])=[CH:32][CH:9]=[C:10]1[NH:11][C:12]2=[C:13]([Cl:14])[CH:15]=[CH:16][CH:17]=[C:18]2[Cl:19],"[0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[F:1][C:2]1=[CH:3][CH:4]=[C:5]([CH:6]=[CH:7]1)[CH:8]([C:9]2=[CH:10][CH:11]=[C:12]([F:13])[CH:14]=[CH:15]2)[N:16]3[CH2:17][CH2:18][N:19]([CH2:20][CH:21]=[CH:22][C:23]4=[CH:24][CH:25]=[C:26]([OH:27])[CH:28]=[CH:29]4)[CH2:30][CH2:31]3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[O:1]=[C:2]1[O:3][CH:4]([OH:5])[C:6]([c:7]2[cH:8][cH:9][c:10]([cH:11][cH:12]2)[S:13](=[O:14])(=[O:15])[CH3:16])=[C:17]1[c:18]3[cH:19][cH:20][cH:21][cH:22][cH:23]3,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][C:2]1=[CH:3][CH:4]=[C:5]2[C:6](=[CH:7]1)[CH2:8][CH2:9][CH:10]([C:11]3=[CH:12][CH:13]=[CH:14][CH:15]=[CH:16]3)[CH:17]2[C:18]4=[CH:19][CH:20]=[C:21]([O:22][CH2:23][CH2:24][N:25]5[CH2:26][CH2:27][CH2:28][CH2:29]5)[CH:30]=[CH:31]4,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[C:4]1=[C:5]([C:6]2=[CH:7][CH:8]=[CH:9][CH:10]=[C:11]2[N+:12](=[O:13])[O-:14])[C:15]([C:16](=[O:17])[O:18][CH3:19])=[C:20]([N:21]=[C:22]1[CH2:23][OH:24])[CH2:25][OH:26],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
[O:1]=[C:2]([OH:3])[C:4]1([CH3:5])[CH2:6][CH2:7][CH2:8][C:9]2([CH3:10])[CH:11]1[CH2:12][CH2:13][C:14]34[CH2:15][C:16](=[CH2:17])[C:18]([OH:19])([CH2:20][CH2:21][CH:22]23)[CH2:23]4,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[C:4]=1[CH:5]=[CH:6][CH:7]=[C:8]2[N:9]=[C:10]([O:11][CH2:12][CH3:13])[N:14]([C:15]12)[CH2:16][C:17]3=[CH:18][CH:19]=[C:20]([CH:21]=[CH:22]3)[C:23]4=[CH:24][CH:25]=[CH:26][CH:27]=[C:28]4[C:29]=5[N:30]=[N:31][NH:32][N:33]5,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
[OH:1][C:2]1=[CH:3][CH:4]=[C:5]([CH:6]=[CH:7]1)[CH:8]=[CH:9][C:10]=2[CH:11]=[C:12]([OH:13])[CH:14]=[C:15]([O:16][CH:17]3[O:18][CH:19]([CH2:20][OH:21])[CH:22]([OH:23])[CH:24]([OH:25])[CH:26]3[OH:27])[CH:28]2,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[NH:3][C:4]=2[C:5]([OH:6])=[CH:7][CH:8]=[C:9]([C:10]2[CH2:11]1)[CH2:12][CH2:13][NH:14][CH2:15][CH2:16][CH3:17],"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[C:4]1=[CH:5][C:6]([Br:7])=[CH:8][C:9]([Br:10])=[C:11]1[NH2:12],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([C:3]1=[CH:4][CH:5]=[C:6]([CH:7]=[CH:8]1)[CH3:9])[C:10]2=[CH:11][C:12]([OH:13])=[C:14]([OH:15])[C:16](=[CH:17]2)[NH:18][C:19](=[O:20])[CH3:21],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
[N:1]=1[CH:2]=[CH:3][CH:4]=[C:5]2[C:6]1[N:7]3[CH2:8][CH2:9][N:10]([CH3:11])[CH2:12][CH:13]3[C:14]4=[CH:15][CH:16]=[CH:17][CH:18]=[C:19]4[CH2:20]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[C:4]1=[CH:5][CH:6]=[CH:7][C:8](=[CH:9]1)[C:10]2=[N:11][O:12][C:13](=[N:14]2)[C:15]3=[CH:16][CH:17]=[CH:18][CH:19]=[C:20]3[F:21],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[N:1]#[C:2][C:3]1=[CH:4][CH:5]=[C:6]([CH:7]=[C:8]1[C:9]([F:10])([F:11])[F:12])[NH:13][C:14](=[O:15])[C:16]([OH:17])([CH3:18])[CH2:19][S:20](=[O:21])(=[O:22])[C:23]2=[CH:24][CH:25]=[C:26]([F:27])[C:28]([OH:29])=[CH:30]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
[O:1]=[C:2]([NH2:3])[C:4]1=[N:5][N:6]([C:7]2=[CH:8][CH:9]=[C:10]([OH:11])[CH:12]=[CH:13]2)[C:14]=3[C:15](=[O:16])[N:17]([C:18]4=[CH:19][CH:20]=[C:21]([CH:22]=[CH:23]4)[N:24]5[C:25](=[O:26])[CH2:27][CH2:28][CH2:29][CH2:30]5)[CH2:31][CH2:32][C:33]13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[C:4]=1[N:5]=[C:6]2[CH:7]=[CH:8][C:9](=[CH:10][C:11]2=[CH:12][CH:13]1)[C:14]([F:15])([F:16])[F:17],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[CH:3]=[C:4]([N:5]([N:6]1[C:7]2=[CH:8][CH:9]=[CH:10][CH:11]=[CH:12]2)[CH3:13])[CH2:14][OH:15],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
[O:1]=[C:2]([OH:3])[N:4]1[CH2:5][C:6]=2[CH:7]=[CH:8][CH:9]=[C:10]3[C:11]2[N:12]([CH2:13][CH2:14]1)[CH2:15][CH:16]4[CH2:17][CH2:18][CH2:19][CH:20]34,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH2:4][CH:5]([OH:6])[CH2:7][CH:8]([OH:9])[CH:10]=[CH:11][C:12]1=[C:13]([N:14]=[C:15]([N:16]=[C:17]1[CH:18]([CH3:19])[CH3:20])[N:21]([CH3:22])[S:23](=[O:24])(=[O:25])[CH3:26])[C:27]2=[CH:28][CH:29]=[C:30]([F:31])[CH:32]=[CH:33]2,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[O:3][CH:4]([CH2:5][CH2:6][N:7]2[C:8]([C:9]3=[CH:10][CH:11]=[C:12]([F:13])[CH:14]=[CH:15]3)=[C:16]([C:17]4=[CH:18][CH:19]=[CH:20][CH:21]=[CH:22]4)[C:23]([C:24](=[O:25])[NH:26][C:27]5=[CH:28][CH:29]=[CH:30][CH:31]=[CH:32]5)=[C:33]2[CH:34]([CH3:35])[CH3:36])[CH2:37][CH:38]([OH:39])[CH2:40]1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
[OH:1][C:2]1=[CH:3][CH:4]=[C:5]2[C:6]3=[C:7]1[O:8][CH:9]4[C:10]5([O:11][CH3:12])[CH2:13][CH2:14][C:15]6([CH2:16][CH:17]5[C:18]([OH:19])([CH3:20])[C:21]([CH3:22])([CH3:23])[CH3:24])[CH:25]([NH:26][CH2:27][CH2:28][C:29]346)[CH2:30]2,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[N:3]([c:4]2[cH:5][cH:6][c:7]([F:8])[cH:9][cH:10]2)[CH:11]([c:12]3[cH:13][cH:14][c:15]([OH:16])[cH:17][cH:18]3)[CH:19]1[CH2:20][CH2:21][CH:22]([OH:23])[c:24]4[cH:25][cH:26][c:27]([F:28])[cH:29][cH:30]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[C:4]1=[CH:5][C:6]([Cl:7])=[C:8]2[C:9]([C:10](=[O:11])[O:12][CH:13]([CH3:14])[CH2:15]2)=[C:16]1[OH:17],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH:4]([C:5]1=[CH:6][CH:7]=[C:8]([C:9]([Cl:10])=[CH:11]1)[N:12]2[CH2:13][CH:14]=[CH:15][CH2:16]2)[CH3:17],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[F:1][C:2]1=[CH:3][CH:4]=[C:5]([C:6]([F:7])=[CH:8]1)[C:9]([OH:10])([CH2:11][N:12]2[N:13]=[CH:14][N:15]=[CH:16]2)[CH2:17][N:18]3[N:19]=[CH:20][N:21]=[CH:22]3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[C:3]=2[O:4][C:5](=[CH:6][C:7]2[C:8](=[O:9])[C:10]3=[CH:11][CH:12]=[CH:13][CH:14]=[C:15]13)[CH:16]([OH:17])[CH3:18],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
[OH:1][C:2]1=[CH:3][CH:4]=[C:5]([CH:6]=[CH:7]1)[CH:8]([CH2:9][N:10]([CH3:11])[CH3:12])[C:13]2([OH:14])[CH2:15][CH2:16][CH2:17][CH2:18][CH2:19]2,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][CH2:2][c:3]1[cH:4][c:5]([CH:6]=[CH:7][NH2:8])[cH:9][c:10]([c:11]1[NH:12][c:13]2[n:14][c:15]([n:16][cH:17][cH:18]2)[NH:19][c:20]3[cH:21][cH:22][c:23]([NH2:24])[cH:25][cH:26]3)[CH3:27],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][CH2:2][C:3]([NH:4][CH3:5])([C:6]1=[CH:7][CH:8]=[CH:9][CH:10]=[CH:11]1)[CH2:12][CH3:13],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[N:1]#[C:2][C:3]1=[CH:4][CH:5]=[C:6]2[C:7](=[CH:8]1)[CH2:9][O:10][C:11]2([C:12]3=[CH:13][CH:14]=[C:15]([F:16])[CH:17]=[CH:18]3)[CH2:19][CH2:20][NH:21][CH3:22],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
[O:1]=[C:2]([OH:3])[N:4]([CH2:5][CH2:6][O:7][C:8]1=[CH:9][CH:10]=[CH:11][CH:12]=[C:13]1[O:14][CH3:15])[CH2:16][CH:17]([OH:18])[CH2:19][O:20][C:21]2=[CH:22][CH:23]=[CH:24][C:25]=3[NH:26][C:27]4=[CH:28][CH:29]=[CH:30][CH:31]=[C:32]4[C:33]23,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[NH:3][c:4]2[n:5][c:6]([cH:7][cH:8][c:9]2[O:10][C:11]1([CH3:12])[CH3:13])[NH:14][c:15]3[n:16][c:17]([n:18][cH:19][c:20]3[F:21])[NH:22][c:23]4[cH:24][c:25]([O:26][CH3:27])[c:28]([OH:29])[c:30]([O:31][CH3:32])[cH:33]4,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH2:4][CH2:5][CH:6]([CH3:7])[CH:8]1[CH2:9][CH2:10][CH:11]2[CH:12]3[CH2:13][CH2:14][CH:15]4[CH2:16][CH:17]([OH:18])[CH2:19][CH2:20][C:21]4([CH3:22])[CH:23]3[CH2:24][CH2:25][C:26]12[CH3:27],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[CH:3]=[C:4]([O:5][C:6]=2[C:7]([O:8][CH3:9])=[C:10]([OH:11])[CH:12]=[C:13]([OH:14])[C:15]12)[C:16]3=[CH:17][CH:18]=[CH:19][CH:20]=[CH:21]3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[O:3][CH:4]([CH3:5])[CH2:6][C:7]2=[C:8]([Cl:9])[CH:10]=[C:11]([C:12](=[O:13])[NH:30][CH:31]([C:32](=[O:33])[OH:14])[CH2:34][C:35]3=[CH:36][CH:37]=[CH:38][CH:39]=[CH:40]3)[C:15]([OH:16])=[C:17]12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
[O:1]=[C:2]1[O:3][C:4]([C:5]#[C:6][CH:7]2[CH2:8][CH2:9]2)([C:10]3=[CH:11][C:12]([Cl:13])=[CH:14][C:15]([OH:16])=[C:17]3[NH:18]1)[C:19]([F:20])([F:21])[F:22],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
[Br:1][C:2]1=[C:3]([OH:4])[N:5]=[C:6]([N:7]=[C:8]1[C:9]2=[CH:10][CH:11]=[CH:12][CH:13]=[CH:14]2)[NH2:15],"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[CH:1]#[C:2][C:3]1([OH:4])[CH2:5][CH2:6][CH:7]2[CH:8]3[CH2:9][CH2:10][c:11]4[cH:12][c:13]([OH:14])[cH:15][cH:16][c:17]4[CH:18]3[CH2:19][CH2:20][C:21]12[CH3:22],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][c:2]1[cH:3][cH:4][cH:5][c:6]([cH:7]1)[C:8]2([OH:9])[CH2:10][CH2:11][CH2:12][CH2:13][CH:14]2[CH2:15][N:16]([CH3:17])[CH3:18],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[CH:3]=[CH:4][C:5]2([CH3:6])[CH:7]([NH:8]1)[CH2:9][CH2:10][CH:11]3[CH:12]2[CH2:13][CH2:14][C:15]4([CH3:16])[CH:17]([C:18](=[O:19])[NH:20][C:21]([CH3:22])([CH3:23])[CH2:24][OH:25])[CH2:26][CH2:27][CH:28]34,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[OH:1][CH:2]([CH2:3][O:4][C:5]1=[CH:6][CH:7]=[CH:8][C:9]=2[NH:10][CH:11]=[CH:12][C:13]12)[CH2:14][NH:15][CH:16]([CH3:17])[CH3:18],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[C:4]1=[CH:5][CH:6]2[C:7]3=[C:8]([OH:9])[CH:10]=[C:11]([CH:12]=[C:13]3[O:14][C:15]([CH3:16])([CH3:17])[CH:18]2[CH2:19][CH2:20]1)[CH2:21][CH2:22][CH2:23][CH2:24][CH3:25],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[N:1]#[C:2][C:3]1=[CH:4][C:5](=[CH:6][CH:7]=[C:8]1[O:9][CH2:10][CH:11]([CH3:12])[CH2:13][OH:14])[C:15]2=[N:16][C:17](=[C:18]([S:19]2)[C:20](=[O:21])[OH:22])[CH3:23],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH2:4][CH2:5][CH2:6][C:7]1=[CH:8][CH:9]=[C:10]([CH:11]=[CH:12]1)[CH2:13][CH2:14][C:15]([NH2:16])([CH2:17][OH:18])[CH2:19][OH:20],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
[O:1]=[C:2]([C:3]1=[CH:4][CH:5]=[CH:6][CH:7]=[C:8]1[OH:9])[C:10]2=[CH:11][CH:12]=[C:13]([O:14][CH3:15])[CH:16]=[C:17]2[OH:18],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[C:4]=1[CH:5]=[CH:6][CH:7]=[C:8]2[N:9]=[C:10]([O:11][CH2:12][CH3:13])[N:14]([C:15]12)[CH2:16][C:17]3=[CH:18][CH:19]=[C:20]([CH:21]=[CH:22]3)[C:23]4=[CH:24][CH:25]=[CH:26][CH:27]=[C:28]4[C:29]5=[N:30][N:31]=[N:32][NH:33]5,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
[O:1]=[C:2]1[C:3]=2[C:4](=[C:5]([C:6](=[CH:7][C:8]2[CH2:9][C:10]1([CH3:11])[CH2:12][OH:13])[CH3:14])[CH2:15][CH2:16][OH:17])[CH3:18],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
[Cl:1][C:2]=1[CH:3]=[CH:4][CH:5]=[C:6]([C:7]1[Cl:8])[C:9]2=[N:10][N:11]=[C:12]([N:13]=[C:14]2[NH2:15])[NH2:16],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
[F:1][C:2]([F:3])([F:4])[C:5]1=[CH:6][N:7]=[C:8]([NH:9][C:10]=2[C:11]([NH2:12])=[CH:13][C:14](=[C:15]([Cl:16])[C:17]2[NH2:18])[C:19]([F:20])([F:21])[F:22])[C:23]([Cl:24])=[CH:25]1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[Cl:1][C:2]1=[CH:3][CH:4]=[C:5]2[S:6][C:7]3=[CH:8][C:9]([OH:10])=[CH:11][CH:12]=[C:13]3[N:14]([C:15]2=[CH:16]1)[CH2:17][CH2:18][CH2:19][N:20]([CH3:21])[CH3:22],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[F:1][C:2]([F:3])([F:4])[C:5]1=[CH:6][CH:7]=[C:8]2[S:9][C:10]3=[CH:11][CH:12]=[CH:13][CH:14]=[C:15]3[N:16]([C:17]2=[CH:18]1)[CH2:19][CH2:20][CH2:21][N:22]4[CH2:23][CH2:24][N:25]([CH3:26])[CH2:27][CH2:28]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[OH:1][CH:2]([CH2:3][O:4][C:5]1=[CH:6][CH:7]=[C:8]([CH:9]=[CH:10]1)[CH2:11][O:12][CH2:13][CH2:14][O:15][CH:16]([CH3:17])[CH3:18])[CH2:19][NH:20][CH:21]([CH3:22])[CH3:23],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[F:1][C:2]([F:3])([F:4])[C:5]1=[CH:6][CH:7]=[C:8]2[S:9][C:10]3=[CH:11][C:12]([OH:13])=[CH:14][CH:15]=[C:16]3[N:17]([C:18]2=[CH:19]1)[CH2:20][CH2:21][CH2:22][N:23]4[CH2:24][CH2:25][N:26]([CH2:27][CH2:28][OH:29])[CH2:30][CH2:31]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][C:2]=1[CH:3]=[CH:4][CH:5]=[C:6]2[NH:7][CH:8]=[C:9]([C:10]12)[CH2:11][CH2:12][N:13]([CH3:14])[CH3:15],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH:4]([C:5]1=[CH:6][CH:7]=[C:8]([CH:9]=[CH:10]1)[CH2:11][CH:12]([C:13](=[O:14])[OH:15])[CH3:16])[CH3:17],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[C:4](=[CH:5][CH2:6][C:7]12[O:8][C:9]([CH3:10])([CH3:11])[CH:12]3[CH2:13][CH:14]([CH:15]=[C:16]4[C:17](=[O:18])[C:19]=5[C:20]([OH:21])=[C:22]6[CH:23]=[CH:24][C:25]([O:26][C:27]6=[C:28]([C:29]5[O:30][C:31]134)[CH2:32][CH:33]=[C:34]([CH3:35])[CH3:36])([CH3:37])[CH2:38][CH2:39][CH:40]=[C:41]([CH3:42])[CH3:43])[C:44]2=[O:45])[CH3:46],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[c:2]1[nH:3][c:4](=[O:5])[n:6]([cH:7][c:8]1[F:9])[CH:10]2[O:11][CH:12]([CH2:13][O:14][P:15](=[O:16])([OH:17])[O:18][P:19](=[O:20])([OH:21])[O:22][P:23](=[O:24])([OH:25])[OH:26])[CH:27]([OH:28])[CH:29]2[OH:30],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
