Smiles,atom_target
[OH:1][C:2]1=[CH:3][CH:4]=[C:5]([CH:6]=[CH:7]1)[CH2:8][CH:9]([NH:10][CH2:11][CH:12]([OH:13])[C:14]2=[CH:15][C:16]([OH:17])=[CH:18][C:19]([OH:20])=[CH:21]2)[CH3:22],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
[O:1]=[C:2]1[S:3][CH:4]([C:5](=[O:6])[NH:7]1)[CH2:8][C:9]2=[CH:10][CH:11]=[C:12]([O:13][CH2:14][CH2:15][NH:16][C:17]=3[N:18]=[CH:19][CH:20]=[CH:21][CH:22]3)[CH:23]=[CH:24]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[O:3][CH2:4][C:5]2=[CH:6][CH2:7][N:8]3[CH2:9][CH2:10][CH:11]([O:12][C:13](=[O:14])[C:15]4([OH:16])[CH2:17][C:18]5([O:19][C:20]15[CH3:21])[CH2:22][O:23][CH:24]4[CH3:25])[CH:26]23,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[N:1]#[C:2][C:3]1=[CH:4][CH:5]=[C:6]([CH:7]=[CH:8]1)[CH:9]([OH:10])[C:11]2=[CH:12][CH:13]=[C:14]([C:15]#[N:16])[CH:17]=[CH:18]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[CH:3]=[CH:4][C:5]2([CH3:6])[CH:7]([NH:8]1)[CH2:9][CH2:10][CH:11]3[CH:12]2[CH2:13][CH2:14][C:15]4([CH3:16])[CH:17]([C:18](=[O:19])[NH:20][C:21]([C:22](=[O:23])[OH:24])([CH3:25])[CH3:26])[CH2:27][CH2:28][CH:29]34,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH2:4][O:5][CH2:6][CH2:7][N:8]1[CH2:9][CH2:10][N:11]([CH2:12][CH2:13]1)[CH:14]([C:15]2=[CH:16][CH:17]=[C:18]([Cl:19])[CH:20]=[CH:21]2)[C:22]3=[CH:23][CH:24]=[C:25]([OH:26])[C:27]([O:28][CH3:29])=[CH:30]3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[C:4]1=[CH:5][N:6]2[C:7]=3[C:8]([O:9][CH2:10][CH:11]2[CH3:12])=[C:13]([C:14]([F:15])=[CH:16][C:17]3[C:18]1=[O:19])[N:20]4[CH2:21][CH2:22][N:23]([CH3:24])[CH2:25][CH2:26]4,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][C:2]=1[CH:3]=[CH:4][C:5]2=[C:6]3[C:7]1[O:8][CH:9]4[CH2:10][CH:11]([OH:12])[CH:13]=[CH:14][C:15]34[CH2:16][CH2:17][N:18]([CH3:19])[CH2:20]2,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]([C:2]1=[CH:3][CH:4]=[C:5]2[CH:6]=[C:7]3[C:8]4=[CH:9][C:10]=5[O:11][CH2:12][O:13][C:14]5[CH:15]=[C:16]4[CH2:17][CH2:18][N+:19]3=[CH:20][C:21]2=[C:22]1[O:23][CH3:24])[CH3:25],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[C:3]2=[CH:4][CH:5]=[CH:6][C:7]([NH:8][C:9](=[O:10])[CH2:11][OH:12])=[C:13]2[C:14](=[O:15])[N:16]1[CH:17]([C:18]3=[CH:19][CH:20]=[C:21]([O:22][CH3:23])[C:24]([O:25][CH2:26][CH3:27])=[CH:28]3)[CH2:29][S:30](=[O:31])(=[O:32])[CH3:33],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][C:2]1=[CH:3][CH:4]=[C:5]([CH:6]=[C:7]1[CH2:8][OH:9])[CH:10]([OH:11])[NH:12][CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][O:19][CH2:20][CH2:21][CH2:22][CH2:23][C:24]2=[CH:25][CH:26]=[CH:27][CH:28]=[CH:29]2,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[N:3]([CH3:4])[CH:5]([c:6]2[cH:7][n:8][cH:9][cH:10][cH:11]2)[CH2:12][CH2:13]1,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH:4]1[O:5][CH+:6][CH:7]([OH:8])[CH:9]([OH:10])[CH:11]1[OH:12],"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[C:4]1=[CH:5][CH:6]=[C:7]([CH:8]=[CH:9]1)[C:10]=2[C:11](=[O:12])[N:13]([CH2:14][C:15]2[C:16]3=[CH:17][CH:18]=[C:19]([CH:20]=[CH:21]3)[S:22](=[O:23])(=[O:24])[CH3:25])[CH2:26][CH2:27][CH3:28],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[C:4]1=[CH:5][CH:6]=[C:7]([CH:8]=[CH:9]1)[C:10]23[CH2:11][NH:12][C:13](=[O:14])[CH:15]2[CH2:16]3,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[Cl:1][c:2]1[cH:3][cH:4][c:5]([cH:6][c:7]1[CH2:8][c:9]2[cH:10][cH:11][c:12]([O:13][CH:14]3[CH2:15][O:16][CH2:17][CH2:18]3)[cH:19][cH:20]2)[CH:21]4[O:22][CH:23]([CH2:24][OH:25])[CH:26]([OH:27])[CH:28]([OH:29])[CH:30]4[OH:31],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
[OH:1][C:2]1=[CH:3][CH:4]=[C:5]([C:6]([OH:7])=[C:8]1[CH2:9][CH:10]=[C:11]([CH3:12])[CH3:13])[CH:14]2[CH2:15][O:16][C:17]=3[CH:18]=[C:19]([OH:20])[C:21](=[C:22]([O:23][CH3:24])[C:25]3[CH2:26]2)[CH2:27][CH:28]=[C:29]([CH3:30])[CH3:31],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[O:3][C:4]2=[CH:5][C:6]([OH:7])=[CH:8][CH:9]=[C:10]2[C:11]3=[CH:12][CH:13]=[CH:14][CH:15]=[C:16]13,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[C:4]1=[CH:5][N:6]([C:7]2=[CH:8][C:9](=[C:10]([F:11])[CH:12]=[C:13]2[C:14]1=[O:15])[N:16]3[CH2:17][CH2:18][N:19]([CH3:20])[CH2:21][CH2:22]3)[CH2:23][CH3:24],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[C:4]1=[CH:5][CH:6]=[C:7]([CH:8]=[CH:9]1)[C:10](=[CH2:11])[C:12]2=[CH:13][C:14]3=[C:15]([CH:16]=[C:17]2[CH3:18])[C:19]([CH3:20])([CH3:21])[CH:22]([OH:23])[CH2:24][C:25]3([CH3:26])[CH3:27],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[O:1]=[C:2]1[NH:3][c:4]2[n:5][c:6]([cH:7][cH:8][c:9]2[O:10][C:11]1([CH3:12])[CH3:13])[NH:14][c:15]3[n:16][c:17]([n:18][cH:19][c:20]3[F:21])[NH:22][c:23]4[cH:24][c:25]([O:26][CH3:27])[c:28]([O:29][CH3:30])[c:31]([O:32][CH3:33])[cH:34]4,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[S:2](=[O:3])([NH2:4])[C:5]1=[CH:6][CH:7]=[C:8]([CH:9]=[CH:10]1)[N:11]2[N:12]=[C:13]([CH:14]=[C:15]2[C:16]3=[CH:17][CH:18]=[C:19]([CH:20]=[CH:21]3)[CH2:22][OH:23])[C:24]([F:25])([F:26])[F:27],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH2:4][O:5][C:6](=[O:7])[CH2:8][c:9]1[c:10]2[cH:11][c:12]([OH:13])[cH:14][cH:15][c:16]2[n:17]([C:18](=[O:19])[c:20]3[cH:21][cH:22][c:23]([Cl:24])[cH:25][cH:26]3)[c:27]1[CH3:28],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([NH:3][c:4]1[cH:5][cH:6][c:7]([O:8][c:9]2[cH:10][cH:11][n:12][c:13]([cH:14]2)[C:15](=[O:16])[NH:17][CH3:18])[cH:19][cH:20]1)[NH:21][c:22]3[cH:23][cH:24][c:25]([Cl:26])[c:27]([cH:28]3)[C:29]([F:30])([F:31])[F:32],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][C:2]1=[CH:3][C:4]2=[C:5]([CH:6]=[C:7]1[O:8][CH3:9])[C:10]3=[CH:11][C:12]4=[CH:13][CH:14]=[C:15]([O:16][CH3:17])[C:18]([OH:19])=[C:20]4[CH:21]=[N+:22]3[CH2:23][CH2:24]2,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[Cl:1][C:2]1=[CH:3][CH:4]=[C:5]([CH:6]=[CH:7]1)[CH:8]([OH:9])[CH:10]([N:11]2[CH2:12][CH2:13][CH2:14][CH:15]2[OH:16])[CH2:17][CH2:18][CH3:19],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH:4]([C:5]1=[CH:6][CH:7]=[C:8]([C:9]([Cl:10])=[CH:11]1)[N:12]2[CH2:13][CH:14]([OH:15])[CH:16]([OH:17])[CH2:18]2)[CH3:19],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][C:2]=1[CH:3]=[CH:4][C:5]2=[C:6]3[C:7]1[O:8][CH:9]4[CH:10]([OH:11])[CH2:12][CH2:13][C:14]5([OH:15])[CH:16]([N:17]([CH2:18][CH:19]=[CH2:20])[CH2:21][CH2:22][C:23]345)[CH2:24]2,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[C:4]1=[CH:5][CH:6]=[C:7]([CH:8]=[C:9]1[O:10][CH2:11][CH3:12])[CH2:13][C:14](=[O:15])[NH:16][CH:17]([C:18]2=[CH:19][CH:20]=[CH:21][CH:22]=[C:23]2[N:24]3[CH2:25][CH2:26][CH2:27][CH2:28][CH2:29]3)[CH2:30][CH:31]([CH3:32])[CH3:33],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH:4]1[N:5]([C:6](=[O:7])[CH:8]([CH3:9])[CH2:10][SH:11])[CH2:12][CH:13]([S:14][C:15]2=[CH:16][CH:17]=[CH:18][CH:19]=[CH:20]2)[CH2:21]1,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH2:4][CH:5]([OH:6])[CH2:7][CH:8]([OH:9])[CH:10]=[CH:11][C:12]1=[C:13]([N:14]=[C:15]2[CH:16]=[CH:17][CH:18]=[CH:19][C:20]2=[C:21]1[C:22]3=[CH:23][CH:24]=[C:25]([F:26])[CH:27]=[CH:28]3)[CH:29]4[CH2:30][CH2:31]4,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([O:3][CH2:4][CH3:5])[c:6]1[c:7]2[c:8]([cH:9][c:10]([Br:11])[c:12]([OH:13])[c:14]2[CH2:15][NH:16][CH3:17])[n:18]([c:19]1[CH2:20][S:21][c:22]3[cH:23][cH:24][cH:25][cH:26][cH:27]3)[CH3:28],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[O:3][C:4]([C:5]#[C:6][CH:7]2[CH2:8][CH2:9]2)([C:10]3=[CH:11][C:12]([Cl:13])=[C:14]([OH:15])[CH:16]=[C:17]3[NH:18]1)[C:19]([F:20])([F:21])[F:22],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
[F:1][C:2]=1[CH:3]=[CH:4][CH:5]=[C:6]([C:7]1[CH3:8])[CH:9]2[N:10]=[C:11]([O:12][CH2:13]2)[NH2:14],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[C:4]1=[CH:5][NH:6][C:7]2=[CH:8][C:9]([Cl:10])=[C:11]([CH:12]=[C:13]12)[C:14]3=[CH:15][CH:16]=[C:17]([CH:18]=[CH:19]3)[C:20]4([OH:21])[CH2:22][CH2:23][CH2:24]4,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH2:4][c:5]1[cH:6][cH:7][cH:8][cH:9][c:10]1[NH:11][c:12]2[c:13]([Cl:14])[cH:15][cH:16][cH:17][c:18]2[Cl:19],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH2:4][C:5]1=[CH:6][CH:7]=[CH:8][CH:9]=[C:10]1[NH:11][C:12]2=[C:13]([Cl:14])[CH:15]=[C:16]([OH:17])[CH:18]=[C:19]2[Cl:20],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[O:1]=[C:2]([NH:3][OH:4])[C:5]1([NH:6][S:7](=[O:8])(=[O:9])[C:10]2=[CH:11][CH:12]=[C:13]([O:14][C:15]3=[CH:16][CH:17]=[C:18]([F:19])[CH:20]=[CH:21]3)[CH:22]=[CH:23]2)[CH2:24][CH2:25][O:26][CH2:27][CH2:28]1,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[S:2](=[O:3])([NH2:4])[C:5]1=[CH:6][C:7](=[CH:8][CH:9]=[C:10]1[O:11][CH3:12])[CH2:13][CH:14]([NH:15][CH2:16][CH2:17][O:18][C:19]2=[CH:20][C:21]([OH:22])=[CH:23][CH:24]=[C:25]2[O:26][CH2:27][CH3:28])[CH3:29],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][CH:2]([CH2:3][O:4][C:5]1=[CH:6][CH:7]=[CH:8][C:9]2=[CH:10][CH:11]=[CH:12][CH:13]=[C:14]12)[CH2:15][N:16]3[CH2:17][CH2:18][N:19]([C:20]4=[CH:21][CH:22]=[CH:23][CH:24]=[C:25]4[O:26][CH3:27])[CH2:28][CH2:29]3,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[CH2:3][CH2:4][CH:5]2[CH:6]3[CH2:7][CH2:8][c:9]4[cH:10][c:11]([OH:12])[cH:13][cH:14][c:15]4[CH:16]3[CH2:17][CH2:18][C:19]12[CH3:20],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
[N:1]#[C:2][C:3]1=[CH:4][CH:5]=[C:6]2[C:7](=[CH:8]1)[CH2:9][O:10][C:11]2([C:12]3=[CH:13][CH:14]=[C:15]([F:16])[CH:17]=[CH:18]3)[CH2:19][CH2:20][NH2:21],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
[F:1][C:2]1=[CH:3][CH:4]=[C:5]([CH:6]=[CH:7]1)[CH:8]([OH:9])[C:10]2=[CH:11][CH:12]=[C:13]([F:14])[CH:15]=[CH:16]2,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([O:3][CH:4]1[CH2:5][O:6][CH:7]2[O:8][CH2:9][CH2:10][CH:11]12)[NH:12][CH:13]([CH2:14][C:15]3=[CH:16][CH:17]=[CH:18][CH:19]=[CH:20]3)[CH:21]([OH:22])[CH2:23][N:24]([CH2:25][CH:26]([CH3:27])[CH3:28])[S:29](=[O:30])(=[O:31])[C:32]4=[CH:33][CH:34]=[C:35]([NH2:36])[C:37]([OH:38])=[CH:39]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
[OH:1][C:2]1=[CH:3][CH:4]=[C:5]2[C:6]3=[C:7]1[O:8][CH:9]4[C:10]5([O:11][CH3:12])[CH2:13][CH2:14][C:15]6([CH2:16][CH:17]5[C:18]([OH:19])([CH3:20])[C:21]([CH3:22])([CH3:23])[CH3:24])[CH:25]([N:26]([CH2:27][CH2:28][C:29]346)[CH2:30][CH:31]7[CH2:32][CH2:33]7)[CH2:34]2,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([O:3][CH3:4])[NH:5][c:6]1[c:7]([n:8][c:9]([n:10][c:11]1[NH2:12])-[c:13]2[n:14][n:15]([c:16]3[n:17][cH:18][c:19]([F:20])[cH:21][c:22]23)[CH2:23][c:24]4[cH:25][cH:26][cH:27][cH:28][c:29]4[F:30])[NH2:31],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[C:3]([C:4]2=[CH:5][CH:6]=[C:7]([CH:8]=[CH:9]2)[CH2:10][OH:11])=[C:12]([C:13]3=[CH:14][CH:15]=[C:16]([CH:17]=[CH:18]3)[S:19](=[O:20])(=[O:21])[CH3:22])[CH:23]([OH:24])[N:25]1[CH2:26][CH2:27][CH3:28],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([NH2:3])[NH:4][C:5]1=[CH:6][CH:7]=[C:8]([O:9][CH2:10][CH3:11])[CH:12]=[CH:13]1,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[N:1]#[C:2][C:3]([c:4]1[cH:5][c:6]([cH:7][c:8]([cH:9]1)[C:10]([C:11]#[N:12])([CH3:13])[CH2:14][OH:15])[CH2:16][n:17]2[n:18][cH:19][n:20][cH:21]2)([CH3:22])[CH3:23],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([NH2:3])[N:4]1[C:5]2=[CH:6][CH:7]=[CH:8][CH:9]=[C:10]2[CH:11]=[CH:12][C:13]3=[CH:14][CH:15]=[CH:16][CH:17]=[C:18]13,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([O:3][CH2:4][C:5]=1[S:6][CH:7]=[N:8][CH:9]1)[NH:10][CH:11]([CH2:12][C:13]2=[CH:14][CH:15]=[CH:16][CH:17]=[CH:18]2)[CH:19]([OH:20])[CH2:21][CH:22]([CH2:23][C:24](=[O:25])[CH:26]([NH:27][C:28](=[O:29])[N:30]([CH3:31])[CH2:32][C:33]=3[N:34]=[C:35]([S:36][CH:37]3)[CH:38]([CH3:39])[CH3:40])[CH:41]([CH3:42])[CH3:43])[CH2:44][C:45]4=[CH:46][CH:47]=[CH:48][CH:49]=[CH:50]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][C:2]1=[CH:3][CH:4]=[C:5]2[C:6](=[CH:7]1)[CH2:8][CH2:9][CH:10]3[CH:11]2[CH2:12][CH2:13][C:14]4([CH3:15])[CH:16]([OH:17])[CH2:18][CH2:19][CH:20]34,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([O:3][CH:4]([CH3:5])[CH3:6])[NH:39][CH:7]([C:8](=[O:9])[NH:10][CH:11]([C:12]1=[N:13][C:14]2=[CH:15][C:16]([OH:17])=[C:18]([F:19])[CH:20]=[C:21]2[S:22]1)[CH3:23])[CH:24]([CH3:25])[CH3:26],"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[CH:1]1=[CH:2][CH:3]=[C:4]([CH:5]=[CH:6]1)[C:7]2([C:8]3=[CH:9][CH:10]=[CH:11][CH:12]=[CH:13]3)[C:14](=[CH:15][CH3:16])[N:17]([CH3:18])[CH:19]([CH3:20])[CH2:21]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][c:2]1[cH:3][c:4]([c:5]([OH:6])[c:7]([cH:8]1)[CH:9]([CH3:10])[CH3:11])[CH:12]([CH3:13])[CH3:14],"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([C:3]1=[CH:4][CH:5]=[C:6]([CH:7]=[CH:8]1)[CH3:9])[C:10]=2[CH:11]=[C:12]([OH:13])[C:14]([OH:15])=[C:16]([NH2:17])[CH:18]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[CH:3]=[C:4]([O:5][C:6]2=[CH:7][C:8]([OH:9])=[CH:10][C:11]([OH:12])=[C:13]12)[C:14]3=[CH:15][CH:16]=[C:17]([OH:18])[C:19]([OH:20])=[CH:21]3,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
[O:1]=[C:2]([OH:3])[C:4]1=[CH:5][CH:6]=[C:7]([CH:8]=[CH:9]1)[C:10](=[CH2:11])[C:12]2=[CH:13][C:14]3=[C:15]([CH:16]=[C:17]2[CH3:18])[C:19]([CH3:20])([CH3:21])[CH2:22][CH:23]([OH:24])[C:25]3([CH3:39])[CH3:26],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[O:1]=[S:2](=[O:3])([C:4]1=[CH:5][CH:6]=[C:7]([NH2:8])[C:9]([OH:10])=[CH:11]1)[N:12]([CH2:13][CH:14]([OH:15])[CH:16]([NH2:17])[CH2:18][C:19]2=[CH:20][CH:21]=[CH:22][CH:23]=[CH:24]2)[CH2:25][CH:26]([CH3:27])[CH3:28],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][c:2]1[cH:3][cH:4][c:5]([cH:6][cH:7]1)[CH:8]([CH2:9][N:10]([CH3:11])[CH3:12])[C:13]2([OH:14])[CH2:15][CH2:16][CH2:17][CH2:18][CH2:19]2,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([N:3]1[CH2:4][C:5]2=[N:6][N:7]=[C:8]([N:9]2[CH2:10][CH:11]1[OH:12])[C:13]([F:14])([F:15])[F:16])[CH2:17][CH:18]([NH2:19])[CH2:20][C:21]3=[CH:22][C:23]([F:24])=[C:25]([F:26])[CH:27]=[C:28]3[F:29],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[N+:2]([O-:3])[C:4]1=[CH:5][N:6]=[C:7]([N:8]1[CH2:9][CH:10]([OH:11])[CH2:12][N:13]2[CH2:14][CH2:15][O:16][CH2:17][CH2:18]2)[CH3:19],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
